Date,Branch,Shift,Inflow_m3,Outflow_m3,Loss_m3,Total_Production_Cost_RWF,Water_Revenue_RWF,Net_Profit_RWF,Recorded_By,pH_Level,Turbidity_NTU,Temperature,Chlorine_mgL,Nitrate_mgL,Efficiency_%
2022-04-15,MUSANZE,Night,16859.2,13607.5,3251.8,1242866.0,10450543.0,9207677.0,system_historical,7.06,4.03,18.03,0.25,30.89,80.7
2022-05-01,MUSANZE,Day,15862.2,11640.6,4221.5,1165093.0,8940008.0,7774915.0,system_historical,7.22,2.31,20.98,0.35,34.56,73.4
2022-05-15,MUSANZE,Day,17440.2,13567.7,3872.5,1236930.0,10420013.0,9183083.0,system_historical,7.29,3.85,22.52,0.42,36.47,77.8
2022-06-01,MUSANZE,Night,16159.7,12070.5,4089.2,990901.0,9270119.0,8279217.0,system_historical,7.41,4.06,19.03,0.37,20.1,74.7
2022-06-15,MUSANZE,Night,17145.3,12862.4,4283.0,1282816.0,9878287.0,8595471.0,system_historical,7.24,4.26,21.83,0.34,38.89,75.0
2022-07-01,MUSANZE,Day,16842.9,13163.2,3679.7,1172481.0,10109351.0,8936870.0,system_historical,7.27,3.04,20.66,0.31,19.9,78.2
2022-07-15,MUSANZE,Day,15671.1,12640.2,3030.9,1316627.0,9707670.0,8391044.0,system_historical,6.95,4.26,20.71,0.31,35.36,80.7
2022-08-01,MUSANZE,Night,16637.0,12448.1,4189.0,1297936.0,9560109.0,8262174.0,system_historical,7.41,3.91,22.63,0.44,18.89,74.8
2022-08-15,MUSANZE,Night,17318.2,13037.6,4280.5,1315060.0,10012894.0,8697834.0,system_historical,7.36,3.25,19.49,0.27,15.55,75.3
2022-09-01,MUSANZE,Day,15560.4,12490.5,3069.9,1331266.0,9592706.0,8261440.0,system_historical,6.94,3.93,19.03,0.32,15.23,80.3
2022-09-15,MUSANZE,Day,15131.1,11787.6,3343.4,1036862.0,9052904.0,8016042.0,system_historical,6.89,3.29,23.03,0.42,37.2,77.9
2022-10-01,MUSANZE,Night,15322.5,12230.7,3091.8,1092350.0,9393191.0,8300841.0,system_historical,7.43,3.52,20.65,0.44,23.53,79.8
2022-10-15,MUSANZE,Night,15254.1,11432.5,3821.6,1215279.0,8780174.0,7564895.0,system_historical,6.93,3.0,19.98,0.29,26.26,74.9
2022-11-01,MUSANZE,Day,17453.8,13447.8,4006.0,1394139.0,10327906.0,8933767.0,system_historical,6.9,3.22,23.16,0.38,17.63,77.0
2022-11-15,MUSANZE,Day,17025.8,13656.9,3368.9,1380357.0,10488517.0,9108160.0,system_historical,6.89,4.12,18.04,0.39,44.48,80.2
2022-12-01,MUSANZE,Night,17460.8,13096.6,4364.2,1234710.0,10058180.0,8823470.0,system_historical,7.0,2.32,21.61,0.28,31.45,75.0
2022-12-15,MUSANZE,Night,16548.5,12696.2,3852.3,1361725.0,9750703.0,8388978.0,system_historical,7.43,4.01,20.44,0.31,42.09,76.7
2022-01-01,RUBAVU,Day,41641.3,31012.0,10629.2,1813223.0,23817246.0,22004023.0,system_historical,7.13,1.71,22.93,0.43,28.05,74.5
2022-01-15,RUBAVU,Day,38265.0,29694.9,8570.2,1671789.0,22805658.0,21133869.0,system_historical,7.39,2.49,21.19,0.38,25.91,77.6
2022-02-01,RUBAVU,Night,39139.8,30279.6,8860.2,1618591.0,23254766.0,21636176.0,system_historical,7.14,4.39,20.85,0.44,39.72,77.4
2022-02-15,RUBAVU,Night,40361.7,30950.8,9410.9,1542005.0,23770213.0,22228208.0,system_historical,7.17,2.23,20.39,0.4,30.2,76.7
2022-03-01,RUBAVU,Day,38273.5,30150.6,8122.9,1603184.0,23155638.0,21552454.0,system_historical,7.29,3.2,23.71,0.34,17.44,78.8
2022-03-15,RUBAVU,Day,40204.0,31912.7,8291.3,1703981.0,24508944.0,22804963.0,system_historical,7.4,1.95,22.24,0.26,31.02,79.4
2022-04-01,RUBAVU,Night,40299.3,32543.9,7755.3,1969211.0,24993749.0,23024538.0,system_historical,7.12,3.3,18.58,0.4,40.23,80.8
2022-04-15,RUBAVU,Night,42430.3,32990.3,9440.0,1828330.0,25336535.0,23508204.0,system_historical,7.22,2.93,20.55,0.42,36.63,77.8
2022-05-01,RUBAVU,Day,39712.9,31027.5,8685.4,1519252.0,23829121.0,22309869.0,system_historical,6.96,2.28,20.59,0.37,23.4,78.1
2022-05-15,RUBAVU,Day,44445.2,32845.9,11599.3,1731152.0,25225636.0,23494484.0,system_historical,7.01,4.06,22.47,0.35,20.93,73.9
2022-06-01,RUBAVU,Night,41459.4,30296.2,11163.2,1889443.0,23267492.0,21378049.0,system_historical,7.43,1.87,20.75,0.38,42.17,73.1
2022-06-15,RUBAVU,Night,39000.4,30214.4,8786.1,1683403.0,23204628.0,21521225.0,system_historical,6.87,1.57,23.39,0.34,31.26,77.5
2022-07-01,RUBAVU,Day,44786.7,34440.3,10346.4,1863016.0,26450145.0,24587130.0,system_historical,7.46,1.9,22.4,0.4,25.99,76.9
2022-07-15,RUBAVU,Day,42648.5,31879.8,10768.7,1663022.0,24483703.0,22820681.0,system_historical,7.08,3.94,19.13,0.33,15.73,74.8
2022-08-01,RUBAVU,Night,40702.4,29722.1,10980.3,1648971.0,22826574.0,21177604.0,system_historical,7.33,1.64,19.28,0.43,31.48,73.0
2022-08-15,RUBAVU,Night,41979.8,31433.2,10546.6,1713394.0,24140696.0,22427302.0,system_historical,6.91,3.25,18.79,0.3,17.97,74.9
2022-09-01,RUBAVU,Day,39906.9,32036.6,7870.3,1726532.0,24604080.0,22877548.0,system_historical,7.22,2.93,18.1,0.42,33.13,80.3
2022-09-15,RUBAVU,Day,41802.0,31650.2,10151.8,1609387.0,24307319.0,22697932.0,system_historical,7.44,2.04,18.14,0.27,32.07,75.7
2022-10-01,RUBAVU,Night,42933.5,31963.9,10969.6,1729620.0,24548294.0,22818674.0,system_historical,6.93,4.3,24.0,0.34,21.57,74.4
2022-10-15,RUBAVU,Night,41612.5,31721.8,9890.8,1574720.0,24362328.0,22787609.0,system_historical,7.29,4.06,18.83,0.39,15.45,76.2
2022-11-01,RUBAVU,Day,40467.1,30246.9,10220.1,1588425.0,23229645.0,21641221.0,system_historical,7.12,1.98,18.69,0.36,29.02,74.7
2022-11-15,RUBAVU,Day,44694.5,33515.0,11179.5,1620799.0,25739486.0,24118686.0,system_historical,7.17,1.85,21.83,0.36,19.91,75.0
2022-12-01,RUBAVU,Night,42296.2,31225.5,11070.8,1668487.0,23981161.0,22312674.0,system_historical,7.18,2.51,18.66,0.39,43.18,73.8
2022-12-15,RUBAVU,Night,40839.3,30152.7,10686.6,1820275.0,23157307.0,21337032.0,system_historical,7.06,1.65,18.81,0.39,17.39,73.8
2022-01-01,HUYE,Day,22963.4,16824.1,6139.3,1422263.0,12920931.0,11498668.0,system_historical,7.14,2.69,21.13,0.43,21.05,73.3
2022-01-15,HUYE,Day,23173.3,17055.3,6118.0,1273096.0,13098445.0,11825349.0,system_historical,7.45,3.57,19.67,0.4,32.67,73.6
2022-02-01,HUYE,Night,25944.7,19656.2,6288.5,1524365.0,15095934.0,13571569.0,system_historical,7.05,3.67,23.65,0.31,33.0,75.8
2022-02-15,HUYE,Night,25165.9,18703.9,6462.1,1294577.0,14364574.0,13069997.0,system_historical,7.11,2.87,20.56,0.39,27.04,74.3
2022-03-01,HUYE,Day,25819.9,19404.1,6415.9,1602082.0,14902315.0,13300234.0,system_historical,6.86,3.42,22.85,0.25,26.76,75.2
2022-03-15,HUYE,Day,24975.3,18306.9,6668.5,1388470.0,14059668.0,12671199.0,system_historical,7.12,2.29,19.64,0.3,34.02,73.3
2022-04-01,HUYE,Night,25337.4,18930.0,6407.3,1240674.0,14538256.0,13297582.0,system_historical,7.41,1.68,23.67,0.31,24.61,74.7
2022-04-15,HUYE,Night,26120.8,20182.0,5938.7,1430513.0,15499804.0,14069292.0,system_historical,7.26,2.8,19.87,0.42,29.48,77.3
2022-05-01,HUYE,Day,22972.2,16926.3,6045.9,1161475.0,12999392.0,11837918.0,system_historical,6.8,3.54,20.14,0.34,41.32,73.7
2022-05-15,HUYE,Day,24567.5,18460.9,6106.7,1493316.0,14177960.0,12684644.0,system_historical,7.23,2.29,18.81,0.38,32.6,75.1
2022-06-01,HUYE,Night,26454.1,21240.0,5214.1,1469209.0,16312348.0,14843139.0,system_historical,7.32,1.64,18.59,0.44,33.17,80.3
2022-06-15,HUYE,Night,23179.0,17931.7,5247.3,1276145.0,13771542.0,12495396.0,system_historical,7.18,3.21,18.83,0.41,41.78,77.4
2022-07-01,HUYE,Day,25130.7,18768.8,6361.9,1431785.0,14414468.0,12982682.0,system_historical,7.23,1.7,19.82,0.33,40.41,74.7
2022-07-15,HUYE,Day,25080.2,19880.4,5199.7,1409363.0,15268177.0,13858813.0,system_historical,6.89,3.31,21.99,0.29,27.83,79.3
2022-08-01,HUYE,Night,23857.2,18365.4,5491.8,1362879.0,14104599.0,12741720.0,system_historical,7.37,2.96,22.84,0.3,28.74,77.0
2022-08-15,HUYE,Night,25110.5,18806.6,6303.9,1571252.0,14443482.0,12872230.0,system_historical,6.86,1.82,21.86,0.34,43.45,74.9
2022-09-01,HUYE,Day,23705.6,18258.1,5447.5,1330059.0,14022230.0,12692171.0,system_historical,6.96,3.7,23.41,0.28,29.64,77.0
2022-09-15,HUYE,Day,24761.4,18437.1,6324.3,1297496.0,14159700.0,12862204.0,system_historical,7.0,2.99,22.25,0.28,24.46,74.5
2022-10-01,HUYE,Night,26427.5,21202.3,5225.3,1354311.0,16283361.0,14929050.0,system_historical,6.96,2.48,18.65,0.42,37.38,80.2
2022-10-15,HUYE,Night,26564.5,19606.2,6958.3,1448458.0,15057568.0,13609110.0,system_historical,6.93,2.48,18.28,0.41,27.55,73.8
2022-11-01,HUYE,Day,23428.2,18817.0,4611.1,1219578.0,14451478.0,13231900.0,system_historical,7.49,3.05,21.68,0.41,26.48,80.3
2022-11-15,HUYE,Day,23257.0,16972.2,6284.8,1288198.0,13034682.0,11746484.0,system_historical,7.35,3.29,23.3,0.42,16.54,73.0
2022-12-01,HUYE,Night,24610.6,19770.2,4840.4,1415899.0,15183516.0,13767617.0,system_historical,6.95,1.53,21.76,0.27,18.21,80.3
2022-12-15,HUYE,Night,26234.1,20200.2,6033.8,1551657.0,15513784.0,13962127.0,system_historical,7.44,2.28,18.24,0.26,17.49,77.0
2023-01-01,KIGALI,Day,100660.5,79984.2,20676.3,2492977.0,61427849.0,58934872.0,system_historical,7.3,3.58,23.2,0.28,33.3,79.5
2023-01-15,KIGALI,Day,104344.5,81439.3,22905.2,2615421.0,62545355.0,59929933.0,system_historical,6.81,1.52,23.41,0.32,32.4,78.0
2023-02-01,KIGALI,Night,95944.3,72825.8,23118.5,2326479.0,55930226.0,53603747.0,system_historical,7.34,2.37,23.73,0.45,40.05,75.9
2023-02-15,KIGALI,Night,92452.7,74045.4,18407.3,2494536.0,56866905.0,54372369.0,system_historical,6.82,2.97,21.88,0.45,27.53,80.1
2023-03-01,KIGALI,Day,89782.1,73775.4,16006.6,2440998.0,56659519.0,54218521.0,system_historical,7.02,1.74,22.86,0.26,26.59,82.2
2023-03-15,KIGALI,Day,93557.6,76697.2,16860.3,2377240.0,58903486.0,56526246.0,system_historical,7.12,3.29,20.8,0.27,29.33,82.0
2023-04-01,KIGALI,Night,101580.2,80401.8,21178.4,2599375.0,61748547.0,59149172.0,system_historical,7.1,3.38,18.83,0.26,36.23,79.2
2023-04-15,KIGALI,Night,103183.1,78586.0,24597.2,2401791.0,60354023.0,57952232.0,system_historical,7.38,2.01,21.46,0.4,16.66,76.2
2023-05-01,KIGALI,Day,97167.8,72810.6,24357.2,2793652.0,55918555.0,53124903.0,system_historical,7.27,3.81,18.92,0.26,37.14,74.9
2023-05-15,KIGALI,Day,90903.1,74493.5,16409.6,2503505.0,57211030.0,54707525.0,system_historical,7.35,2.09,22.73,0.28,25.98,81.9
2023-06-01,KIGALI,Night,101053.8,83399.5,17654.4,2884793.0,64050778.0,61165986.0,system_historical,7.44,2.97,20.86,0.44,39.26,82.5
2023-06-15,KIGALI,Night,101260.1,79911.7,21348.5,2949572.0,61372157.0,58422586.0,system_historical,7.07,2.25,19.01,0.45,24.9,78.9
2023-07-01,KIGALI,Day,97319.4,74525.0,22794.4,2649145.0,57235216.0,54586071.0,system_historical,6.87,2.16,18.02,0.4,43.34,76.6
2023-07-15,KIGALI,Day,91079.8,69668.7,21411.1,2652189.0,53505543.0,50853354.0,system_historical,7.39,2.03,22.26,0.32,40.16,76.5
2023-08-01,KIGALI,Night,98577.3,79959.4,18617.8,2531574.0,61408855.0,58877282.0,system_historical,6.99,3.08,21.96,0.28,22.14,81.1
2023-08-15,KIGALI,Night,102214.8,83480.8,18734.0,2952676.0,64113267.0,61160591.0,system_historical,7.12,2.23,21.54,0.32,22.53,81.7
2023-09-01,KIGALI,Day,104660.4,84528.4,20131.9,2881477.0,64917849.0,62036372.0,system_historical,6.86,1.63,19.11,0.42,16.55,80.8
2023-09-15,KIGALI,Day,98697.9,78761.6,19936.3,2551499.0,60488879.0,57937380.0,system_historical,7.16,2.51,19.02,0.38,17.03,79.8
2023-10-01,KIGALI,Night,95582.5,74287.0,21295.6,2774416.0,57052384.0,54277968.0,system_historical,7.23,1.75,20.78,0.38,22.56,77.7
2023-10-15,KIGALI,Night,99367.7,76483.8,22883.9,2780197.0,58739532.0,55959335.0,system_historical,6.81,2.27,19.37,0.26,28.55,77.0
2023-11-01,KIGALI,Day,101742.0,77677.4,24064.5,2849168.0,59656270.0,56807102.0,system_historical,7.24,3.96,20.09,0.38,37.88,76.3
2023-11-15,KIGALI,Day,97197.0,75580.7,21616.3,3046236.0,58045959.0,54999723.0,system_historical,7.23,1.59,22.66,0.39,26.47,77.8
2023-12-01,KIGALI,Night,104334.3,83632.2,20702.2,2671440.0,64229503.0,61558063.0,system_historical,7.48,3.23,18.22,0.29,44.15,80.2
2023-12-15,KIGALI,Night,94081.2,71283.6,22797.6,2407672.0,54745823.0,52338151.0,system_historical,7.13,2.39,23.43,0.32,27.07,75.8
2023-01-01,MUHANGA,Day,32098.4,25506.5,6591.9,1283787.0,19588966.0,18305180.0,system_historical,7.41,3.83,19.46,0.29,35.37,79.5
2023-01-15,MUHANGA,Day,31702.0,25086.5,6615.5,1333388.0,19266426.0,17933037.0,system_historical,7.06,2.81,22.7,0.38,32.69,79.1
2023-02-01,MUHANGA,Night,33372.8,27026.4,6346.4,1715995.0,20756303.0,19040308.0,system_historical,7.22,2.06,22.94,0.44,29.67,81.0
2023-02-15,MUHANGA,Night,34396.8,26416.3,7980.5,1448343.0,20287728.0,18839385.0,system_historical,7.11,3.66,20.53,0.37,27.96,76.8
2023-03-01,MUHANGA,Day,33390.6,27163.8,6226.8,1559373.0,20861827.0,19302454.0,system_historical,7.19,2.98,18.69,0.32,36.56,81.4
2023-03-15,MUHANGA,Day,32818.6,25807.4,7011.2,1775335.0,19820074.0,18044739.0,system_historical,6.94,4.2,23.84,0.35,31.09,78.6
2023-04-01,MUHANGA,Night,36093.8,27259.8,8834.0,1507699.0,20935494.0,19427796.0,system_historical,6.87,3.47,19.61,0.31,24.85,75.5
2023-04-15,MUHANGA,Night,32378.2,24608.5,7769.7,1363000.0,18899299.0,17536299.0,system_historical,6.89,2.65,23.08,0.31,29.15,76.0
2023-05-01,MUHANGA,Day,36074.6,29334.6,6740.0,1755329.0,22528966.0,20773637.0,system_historical,6.92,2.78,19.62,0.39,15.78,81.3
2023-05-15,MUHANGA,Day,31017.8,24686.5,6331.2,1406623.0,18959269.0,17552646.0,system_historical,7.19,3.71,23.02,0.38,43.61,79.6
2023-06-01,MUHANGA,Night,35925.6,28246.8,7678.8,1712090.0,21693562.0,19981472.0,system_historical,6.87,3.75,23.57,0.43,18.55,78.6
2023-06-15,MUHANGA,Night,32199.6,24425.5,7774.1,1681607.0,18758778.0,17077171.0,system_historical,7.09,2.74,18.81,0.44,17.5,75.9
2023-07-01,MUHANGA,Day,33662.1,26576.7,7085.4,1558728.0,20410871.0,18852144.0,system_historical,7.45,3.21,18.12,0.36,28.47,79.0
2023-07-15,MUHANGA,Day,31633.0,24144.9,7488.1,1659705.0,18543306.0,16883601.0,system_historical,6.92,2.15,18.34,0.35,35.31,76.3
2023-08-01,MUHANGA,Night,36034.7,27929.9,8104.7,1346032.0,21450179.0,20104147.0,system_historical,6.83,4.13,21.53,0.29,29.49,77.5
2023-08-15,MUHANGA,Night,31977.8,26353.9,5624.0,1487606.0,20239781.0,18752175.0,system_historical,6.97,2.66,20.5,0.39,17.43,82.4
2023-09-01,MUHANGA,Day,35500.1,27206.9,8293.2,1645723.0,20894893.0,19249170.0,system_historical,7.21,3.74,22.72,0.44,39.46,76.6
2023-09-15,MUHANGA,Day,33671.5,26221.1,7450.4,1436750.0,20137799.0,18701049.0,system_historical,6.83,2.9,20.25,0.31,35.69,77.9
2023-10-01,MUHANGA,Night,36035.6,27190.6,8845.0,1486250.0,20882382.0,19396132.0,system_historical,7.41,2.85,21.48,0.42,40.13,75.5
2023-10-15,MUHANGA,Night,33720.6,25409.0,8311.6,1438914.0,19514113.0,18075198.0,system_historical,6.93,3.17,21.25,0.27,24.51,75.4
2023-11-01,MUHANGA,Day,31618.2,24108.3,7509.9,1597144.0,18515172.0,16918028.0,system_historical,6.91,3.43,19.08,0.39,24.88,76.2
2023-11-15,MUHANGA,Day,33636.4,27744.4,5892.0,1686092.0,21307694.0,19621602.0,system_historical,7.43,4.0,18.82,0.28,33.53,82.5
2023-12-01,MUHANGA,Night,36135.9,27579.7,8556.2,1605037.0,21181203.0,19576166.0,system_historical,6.92,2.92,19.41,0.3,36.67,76.3
2023-12-15,MUHANGA,Night,34321.8,27748.9,6572.9,1583558.0,21311165.0,19727607.0,system_historical,6.9,3.31,21.98,0.33,33.76,80.8
2023-01-01,MUSANZE,Day,14945.5,12183.1,2762.4,1424282.0,9356632.0,7932350.0,system_historical,7.38,2.39,18.0,0.34,17.41,81.5
2023-01-15,MUSANZE,Day,14334.0,10767.9,3566.1,1397677.0,8269743.0,6872066.0,system_historical,7.39,3.98,23.46,0.42,36.63,75.1
2023-02-01,MUSANZE,Night,14813.0,12070.5,2742.5,1313663.0,9270118.0,7956455.0,system_historical,6.93,2.23,18.22,0.36,35.15,81.5
2023-02-15,MUSANZE,Night,14785.4,11609.6,3175.8,1127259.0,8916182.0,7788922.0,system_historical,7.16,1.81,19.42,0.28,18.6,78.5
2023-03-01,MUSANZE,Day,16432.3,13455.8,2976.5,1267536.0,10334050.0,9066514.0,system_historical,6.92,2.26,19.59,0.31,31.67,81.9
2023-03-15,MUSANZE,Day,14494.8,11389.5,3105.3,1059885.0,8747125.0,7687240.0,system_historical,6.96,1.62,20.44,0.42,16.09,78.6
2023-04-01,MUSANZE,Night,14901.9,11673.3,3228.6,1154924.0,8965106.0,7810182.0,system_historical,6.86,1.79,19.41,0.45,40.47,78.3
2023-04-15,MUSANZE,Night,16369.2,12998.7,3370.5,1315989.0,9983016.0,8667026.0,system_historical,7.5,2.68,22.11,0.31,19.12,79.4
2023-05-01,MUSANZE,Day,14825.6,12132.3,2693.3,1235888.0,9317606.0,8081718.0,system_historical,6.81,3.76,20.25,0.32,41.06,81.8
2023-05-15,MUSANZE,Day,15383.9,12390.0,2993.8,1329138.0,9515546.0,8186408.0,system_historical,6.81,3.2,19.54,0.41,27.87,80.5
2023-06-01,MUSANZE,Night,15503.7,11717.6,3786.1,1323921.0,8999147.0,7675227.0,system_historical,7.45,3.96,18.82,0.29,18.27,75.6
2023-06-15,MUSANZE,Night,14709.2,11148.5,3560.7,1414011.0,8562050.0,7148039.0,system_historical,6.95,3.66,18.39,0.27,16.86,75.8
2023-07-01,MUSANZE,Day,16139.9,12814.7,3325.1,1218725.0,9841726.0,8623001.0,system_historical,7.0,2.11,21.56,0.38,38.21,79.4
2023-07-15,MUSANZE,Day,14493.4,11180.2,3313.2,1019080.0,8586370.0,7567290.0,system_historical,7.49,2.82,21.63,0.25,16.36,77.1
2023-08-01,MUSANZE,Night,16248.3,12594.9,3653.4,1314934.0,9672906.0,8357972.0,system_historical,7.43,3.16,20.02,0.4,37.58,77.5
2023-08-15,MUSANZE,Night,16098.2,12484.7,3613.5,1187526.0,9588221.0,8400694.0,system_historical,7.3,2.43,19.46,0.45,36.96,77.6
2023-09-01,MUSANZE,Day,16080.4,13046.3,3034.2,1166485.0,10019540.0,8853055.0,system_historical,7.03,2.92,23.78,0.33,28.55,81.1
2023-09-15,MUSANZE,Day,15154.1,12001.1,3153.0,1382147.0,9216865.0,7834718.0,system_historical,7.04,3.75,20.23,0.36,28.82,79.2
2023-10-01,MUSANZE,Night,14791.9,11872.1,2919.7,1054106.0,9117807.0,8063701.0,system_historical,7.11,2.71,21.85,0.34,15.36,80.3
2023-10-15,MUSANZE,Night,16171.2,13328.4,2842.7,1207423.0,10236222.0,9028799.0,system_historical,7.29,4.36,23.18,0.42,35.95,82.4
2023-11-01,MUSANZE,Day,16300.5,12393.4,3907.1,1455938.0,9518115.0,8062177.0,system_historical,7.41,2.43,23.26,0.45,19.43,76.0
2023-11-15,MUSANZE,Day,15400.2,11524.0,3876.2,1284902.0,8850438.0,7565535.0,system_historical,7.12,3.39,21.94,0.44,35.05,74.8
2023-12-01,MUSANZE,Night,15189.0,12076.9,3112.0,1379343.0,9275091.0,7895748.0,system_historical,7.28,3.26,23.9,0.3,21.27,79.5
2023-12-15,MUSANZE,Night,16505.0,13575.4,2929.6,1438322.0,10425904.0,8987582.0,system_historical,7.2,3.08,23.72,0.39,21.28,82.3
2023-01-01,RUBAVU,Day,44642.2,33814.8,10827.4,1781116.0,25969754.0,24188639.0,system_historical,6.91,1.83,22.94,0.35,15.73,75.7
2023-01-15,RUBAVU,Day,43306.0,33659.6,9646.4,1828644.0,25850547.0,24021904.0,system_historical,7.37,3.02,19.6,0.33,28.96,77.7
2023-02-01,RUBAVU,Night,40880.8,31770.6,9110.3,1896983.0,24399802.0,22502820.0,system_historical,7.14,2.54,20.01,0.31,38.14,77.7
2023-02-15,RUBAVU,Night,42473.0,32299.2,10173.8,1538434.0,24805777.0,23267343.0,system_historical,6.85,2.02,21.22,0.32,36.51,76.0
2023-03-01,RUBAVU,Day,42385.9,32274.4,10111.5,1757097.0,24786747.0,23029650.0,system_historical,7.01,2.04,23.59,0.27,28.52,76.1
2023-03-15,RUBAVU,Day,41217.3,31486.3,9731.0,1813944.0,24181478.0,22367534.0,system_historical,6.88,3.08,18.06,0.38,16.42,76.4
2023-04-01,RUBAVU,Night,43064.7,32663.0,10401.6,1625431.0,25085206.0,23459774.0,system_historical,6.93,3.79,23.12,0.36,19.84,75.8
2023-04-15,RUBAVU,Night,41898.7,34546.3,7352.4,1723041.0,26531551.0,24808510.0,system_historical,7.17,1.98,20.79,0.4,29.85,82.5
2023-05-01,RUBAVU,Day,39067.5,31711.4,7356.1,1750468.0,24354377.0,22603910.0,system_historical,7.28,1.63,19.29,0.45,30.76,81.2
2023-05-15,RUBAVU,Day,43351.3,33691.6,9659.6,1728600.0,25875162.0,24146562.0,system_historical,7.43,1.71,19.28,0.27,40.3,77.7
2023-06-01,RUBAVU,Night,41684.7,31692.7,9992.0,1793792.0,24339983.0,22546192.0,system_historical,7.16,1.77,21.04,0.32,22.84,76.0
2023-06-15,RUBAVU,Night,39561.8,31243.9,8317.9,1588215.0,23995343.0,22407129.0,system_historical,6.81,1.63,21.43,0.35,41.67,79.0
2023-07-01,RUBAVU,Day,40052.2,29890.6,10161.6,1779641.0,22955991.0,21176350.0,system_historical,7.42,3.6,22.6,0.25,39.99,74.6
2023-07-15,RUBAVU,Day,40652.8,31966.9,8685.9,1750672.0,24550602.0,22799930.0,system_historical,7.29,4.21,21.58,0.38,24.31,78.6
2023-08-01,RUBAVU,Night,40901.4,31950.8,8950.6,1644907.0,24538201.0,22893294.0,system_historical,7.01,1.84,23.28,0.36,37.26,78.1
2023-08-15,RUBAVU,Night,41381.8,32593.6,8788.3,1832919.0,25031876.0,23198957.0,system_historical,7.14,4.36,23.85,0.3,29.73,78.8
2023-09-01,RUBAVU,Day,44677.4,34849.5,9827.9,1852817.0,26764393.0,24911577.0,system_historical,6.89,4.22,22.4,0.43,15.04,78.0
2023-09-15,RUBAVU,Day,41043.6,33333.3,7710.3,1827443.0,25600007.0,23772564.0,system_historical,6.92,3.65,20.4,0.29,35.21,81.2
2023-10-01,RUBAVU,Night,42499.5,33440.3,9059.2,1726836.0,25682123.0,23955287.0,system_historical,7.22,2.11,23.09,0.44,31.27,78.7
2023-10-15,RUBAVU,Night,42308.5,32429.1,9879.4,1744869.0,24905541.0,23160672.0,system_historical,6.87,2.62,20.98,0.44,38.76,76.6
2023-11-01,RUBAVU,Day,41291.3,33853.0,7438.3,1798170.0,25999121.0,24200952.0,system_historical,7.07,3.86,19.49,0.27,29.91,82.0
2023-11-15,RUBAVU,Day,43986.9,34176.4,9810.5,1733086.0,26247459.0,24514373.0,system_historical,7.09,3.1,19.6,0.4,26.85,77.7
2023-12-01,RUBAVU,Night,44124.0,33592.8,10531.2,1874016.0,25799285.0,23925269.0,system_historical,7.0,2.46,21.3,0.32,39.49,76.1
2023-12-15,RUBAVU,Night,43629.5,34497.4,9132.1,1743518.0,26494037.0,24750519.0,system_historical,7.23,4.23,23.81,0.27,25.62,79.1
2023-01-01,HUYE,Day,24391.5,19174.1,5217.4,1258959.0,14725714.0,13466755.0,system_historical,7.12,3.87,19.18,0.26,36.04,78.6
2023-01-15,HUYE,Day,26035.4,20136.7,5898.7,1454032.0,15465020.0,14010988.0,system_historical,7.49,3.12,22.24,0.28,32.28,77.3
2023-02-01,HUYE,Night,25176.2,20728.1,4448.0,1287050.0,15919200.0,14632150.0,system_historical,7.17,2.26,20.04,0.37,44.16,82.3
2023-02-15,HUYE,Night,25568.3,20617.6,4950.7,1532198.0,15834314.0,14302116.0,system_historical,7.14,4.37,23.9,0.4,41.68,80.6
2023-03-01,HUYE,Day,23169.8,18352.2,4817.6,1303057.0,14094460.0,12791403.0,system_historical,7.02,3.21,19.21,0.32,43.79,79.2
2023-03-15,HUYE,Day,24631.1,18577.4,6053.7,1283627.0,14267435.0,12983808.0,system_historical,6.98,2.29,18.01,0.27,36.68,75.4
2023-04-01,HUYE,Night,25822.6,20200.1,5622.5,1422331.0,15513706.0,14091374.0,system_historical,6.84,1.95,20.56,0.39,34.98,78.2
2023-04-15,HUYE,Night,23430.3,17878.4,5551.9,1301885.0,13730601.0,12428716.0,system_historical,7.18,3.2,18.9,0.4,22.63,76.3
2023-05-01,HUYE,Day,22815.9,17072.0,5743.9,1364520.0,13111286.0,11746766.0,system_historical,7.28,1.76,20.56,0.44,22.22,74.8
2023-05-15,HUYE,Day,22836.3,17140.8,5695.5,1458046.0,13164136.0,11706090.0,system_historical,7.35,3.25,20.27,0.41,17.51,75.1
2023-06-01,HUYE,Night,23343.2,18688.0,4655.2,1436976.0,14352347.0,12915371.0,system_historical,6.96,4.3,18.25,0.3,37.4,80.1
2023-06-15,HUYE,Night,26033.1,19644.1,6389.0,1371620.0,15086661.0,13715041.0,system_historical,7.28,2.85,18.22,0.34,35.77,75.5
2023-07-01,HUYE,Day,25300.6,20422.7,4878.0,1612040.0,15684599.0,14072558.0,system_historical,7.43,2.37,20.98,0.33,23.77,80.7
2023-07-15,HUYE,Day,23082.4,17593.7,5488.7,1482174.0,13511926.0,12029751.0,system_historical,7.48,2.41,20.32,0.29,19.92,76.2
2023-08-01,HUYE,Night,25113.9,19552.7,5561.3,1281164.0,15016444.0,13735281.0,system_historical,7.45,3.9,23.57,0.26,24.84,77.9
