Date,Branch,Shift,Inflow_m3,Outflow_m3,Backwashing_m3,Non_Revenue_Pct,Revenue_Water_m3,Loss_m3,Total_Production_Cost_RWF,Water_Revenue_RWF,Net_Profit_RWF,Recorded_By,pH_Level,Turbidity_NTU,Temperature,Chlorine_mgL,Nitrate_mgL,Efficiency_%
2021-11-14,NZOVE,Day,74777.5,54405.7,1806.5,10,47158.7,20371.7,2104196.0,36217885.0,34113689.0,system_historical,6.89,3.29,18.94,0.4,31.67,72.8
2021-11-15,NZOVE,Day,83043.5,61197.2,1936.9,10,53140.6,21846.3,2377580.0,40811958.0,38434377.0,system_historical,7.19,3.96,18.94,0.28,26.38,73.7
2021-11-16,NZOVE,Day,80170.1,62083.5,2404.9,10,53470.3,18086.6,2257244.0,41065181.0,38807937.0,system_historical,7.39,3.58,20.67,0.3,32.58,77.4
2021-11-16,NZOVE,Night,69599.6,49616.4,1941.9,10,42712.8,19983.2,2350187.0,32803457.0,30453270.0,system_historical,7.1,3.0,18.3,0.3,15.69,71.3
2021-11-17,NZOVE,Day,77821.2,60144.7,2368.6,10,51761.6,17676.4,2158559.0,39752940.0,37594381.0,system_historical,6.87,2.44,20.75,0.3,29.21,77.3
2021-11-18,NZOVE,Day,82523.2,63876.2,3072.0,10,54416.6,18647.0,2368657.0,41791921.0,39423263.0,system_historical,6.84,3.24,23.38,0.41,31.94,77.4
2021-11-18,NZOVE,Night,78043.5,56407.6,2803.2,10,47963.7,21635.9,2144230.0,36836117.0,34691887.0,system_historical,7.21,2.02,23.16,0.32,28.02,72.3
2021-11-19,NZOVE,Day,84033.9,60208.8,1995.7,10,52192.2,23825.2,2795273.0,40083608.0,37288335.0,system_historical,7.12,3.46,18.69,0.41,17.92,71.6
2021-11-20,NZOVE,Day,74849.0,52425.3,2189.6,10,44993.2,22423.7,2485665.0,34554755.0,32069090.0,system_historical,7.01,3.3,18.14,0.31,31.1,70.0
2021-11-20,NZOVE,Night,76339.9,56293.4,2259.6,10,48404.5,20046.5,2238445.0,37174629.0,34936184.0,system_historical,7.07,2.15,23.55,0.34,22.25,73.7
2021-11-21,NZOVE,Day,83424.6,66540.6,2928.8,10,56957.8,16884.0,2236601.0,43743556.0,41506955.0,system_historical,7.24,2.35,23.2,0.34,32.3,79.8
2021-11-22,NZOVE,Day,74440.0,55950.8,2468.4,10,47887.3,18489.1,2362500.0,36777457.0,34414956.0,system_historical,7.05,4.37,23.88,0.31,30.77,75.2
2021-11-22,NZOVE,Night,80800.7,62903.6,1980.1,10,54633.1,17897.0,2740246.0,41958256.0,39218011.0,system_historical,6.87,3.63,19.56,0.34,30.21,77.9
2021-11-23,NZOVE,Day,80327.3,61571.9,2771.4,10,52643.4,18755.4,2310704.0,40430094.0,38119390.0,system_historical,6.96,3.7,22.03,0.33,21.84,76.7
2021-11-23,NZOVE,Night,82876.2,58398.5,2706.0,10,49852.7,24477.7,2592345.0,38286860.0,35694515.0,system_historical,7.14,2.36,20.74,0.37,20.73,70.5
2021-11-24,NZOVE,Day,79629.2,55875.8,1959.5,10,48328.7,23753.4,2490981.0,37116417.0,34625436.0,system_historical,7.16,3.22,21.74,0.42,18.28,70.2
2021-11-25,NZOVE,Day,72416.8,53619.2,2523.8,10,45733.5,18797.5,2267288.0,35123309.0,32856021.0,system_historical,7.04,1.77,18.64,0.26,25.77,74.0
2021-11-26,NZOVE,Day,80815.4,58128.1,2586.8,10,49728.5,22687.3,2753714.0,38191515.0,35437800.0,system_historical,7.48,3.08,19.51,0.31,41.45,71.9
2021-11-26,NZOVE,Night,72125.5,57208.5,2400.1,10,49087.5,14917.0,2486730.0,37699238.0,35212508.0,system_historical,7.41,2.27,20.49,0.41,30.97,79.3
2021-11-27,NZOVE,Day,70485.5,52218.6,1645.8,10,45351.0,18266.9,2094006.0,34829568.0,32735561.0,system_historical,6.95,2.81,21.26,0.44,42.43,74.1
2021-11-27,NZOVE,Night,78059.5,56664.8,1978.7,10,49019.7,21394.7,2205938.0,37647140.0,35441202.0,system_historical,6.82,2.24,23.68,0.44,30.68,72.6
2021-11-28,NZOVE,Day,82159.5,60855.3,1977.6,10,52792.1,21304.2,2526353.0,40544355.0,38018002.0,system_historical,7.12,4.46,18.52,0.45,32.81,74.1
2021-11-29,NZOVE,Day,76644.1,60918.5,2807.7,10,52018.9,15725.6,2401418.0,39950513.0,37549095.0,system_historical,7.1,2.2,19.28,0.32,15.83,79.5
2021-11-29,NZOVE,Night,70224.9,51614.5,2207.5,10,44245.6,18610.4,2156800.0,33980589.0,31823789.0,system_historical,7.1,4.41,18.81,0.34,30.52,73.5
2021-11-30,NZOVE,Day,84125.0,62937.4,2795.9,10,53847.8,21187.5,2490556.0,41355099.0,38864543.0,system_historical,7.04,2.18,22.97,0.44,31.81,74.8
2021-12-01,NZOVE,Day,81405.3,62347.8,2479.7,10,53633.3,19057.5,2062076.0,41190394.0,39128318.0,system_historical,7.17,2.42,22.83,0.37,36.3,76.6
2021-12-01,NZOVE,Night,78121.8,61626.9,1914.7,10,53549.5,16494.9,2654631.0,41126027.0,38471396.0,system_historical,7.21,3.92,18.17,0.44,39.74,78.9
2021-12-02,NZOVE,Day,77770.3,62085.2,2889.7,10,52987.0,15685.1,2440039.0,40693987.0,38253948.0,system_historical,7.45,2.64,18.4,0.38,36.39,79.8
2021-12-03,NZOVE,Day,76237.6,58633.1,2612.1,10,50157.7,17604.6,2343866.0,38521090.0,36177223.0,system_historical,7.22,3.1,19.59,0.37,30.67,76.9
2021-12-04,NZOVE,Day,71275.4,50662.0,1915.0,10,43680.8,20613.4,2264141.0,33546889.0,31282748.0,system_historical,7.26,2.01,22.08,0.43,39.68,71.1
2021-12-04,NZOVE,Night,78538.9,57591.0,2040.1,10,49791.8,20947.9,2657499.0,38240104.0,35582605.0,system_historical,6.82,1.98,23.26,0.43,30.51,73.3
2021-12-05,NZOVE,Day,82152.7,62663.1,2544.3,10,53852.5,19489.6,2722501.0,41358719.0,38636218.0,system_historical,6.9,2.85,22.0,0.36,37.97,76.3
2021-12-06,NZOVE,Day,69570.8,50339.5,2167.4,10,43138.1,19231.3,2308057.0,33130095.0,30822039.0,system_historical,7.19,1.55,23.59,0.42,23.58,72.4
2021-12-06,NZOVE,Night,77220.3,54141.9,1648.3,10,47079.4,23078.4,2705288.0,36156988.0,33451700.0,system_historical,7.34,2.47,19.7,0.45,42.6,70.1
2021-12-07,NZOVE,Day,74644.5,57265.2,2822.0,10,48716.7,17379.2,2198750.0,37414423.0,35215673.0,system_historical,6.97,2.42,20.17,0.4,36.43,76.7
2021-12-08,NZOVE,Day,69663.2,53792.9,2226.8,10,46186.8,15870.3,2536907.0,35471450.0,32934543.0,system_historical,7.26,3.69,23.84,0.42,23.81,77.2
2021-12-08,NZOVE,Night,74890.9,58568.5,1809.5,10,50902.1,16322.4,2244638.0,39092825.0,36848186.0,system_historical,7.26,2.55,23.42,0.3,27.73,78.2
2021-12-09,NZOVE,Day,69532.2,49587.0,1765.6,10,42862.7,19945.2,2142924.0,32918589.0,30775665.0,system_historical,7.23,1.87,21.1,0.26,15.41,71.3
2021-12-10,NZOVE,Day,69810.5,53637.0,2282.8,10,45990.5,16173.5,2216886.0,35320720.0,33103833.0,system_historical,7.23,4.16,19.53,0.3,28.83,76.8
2021-12-10,NZOVE,Night,71784.0,54006.5,2101.9,10,46504.0,17777.5,2348965.0,35715047.0,33366082.0,system_historical,6.86,4.22,23.58,0.34,17.38,75.2
2021-12-11,NZOVE,Day,69673.8,49935.4,1991.8,10,42950.0,19738.5,2512094.0,32985603.0,30473509.0,system_historical,7.19,3.98,18.17,0.27,41.77,71.7
2021-12-12,NZOVE,Day,71532.0,51068.7,2142.6,10,43819.3,20463.3,2287284.0,33653217.0,31365933.0,system_historical,7.1,4.21,23.93,0.45,26.01,71.4
2021-12-12,NZOVE,Night,70729.0,52277.1,2502.6,10,44546.8,18451.9,2198190.0,34211977.0,32013787.0,system_historical,7.5,4.36,23.12,0.33,31.11,73.9
2021-12-13,NZOVE,Day,69930.3,54832.3,1657.6,10,47691.5,15098.0,2194488.0,36627056.0,34432569.0,system_historical,7.21,2.23,22.3,0.35,38.09,78.4
2021-12-14,NZOVE,Day,83077.3,65127.7,3200.0,10,55414.9,17949.6,2497140.0,42558650.0,40061509.0,system_historical,7.2,1.72,19.69,0.26,41.41,78.4
2021-12-14,NZOVE,Night,80158.9,61691.4,2740.6,10,52781.6,18467.5,2436351.0,40536292.0,38099941.0,system_historical,7.24,4.0,21.72,0.34,31.93,77.0
2021-12-15,NZOVE,Day,69788.4,55633.4,2523.1,10,47546.9,14155.0,2377998.0,36516057.0,34138059.0,system_historical,6.93,3.16,19.1,0.3,28.51,79.7
2021-12-16,NZOVE,Day,78330.8,62327.7,2616.8,10,53478.1,16003.0,2449549.0,41071181.0,38621632.0,system_historical,7.11,3.85,21.82,0.3,27.07,79.6
2021-12-17,NZOVE,Day,71717.2,50790.0,1852.2,10,43858.8,20927.2,2211341.0,33683526.0,31472185.0,system_historical,7.24,3.27,18.29,0.26,18.69,70.8
2021-12-17,NZOVE,Night,75272.6,56130.6,1853.8,10,48663.7,19142.1,2161826.0,37373744.0,35211918.0,system_historical,7.35,3.31,22.73,0.36,33.73,74.6
2021-12-18,NZOVE,Day,69378.5,54058.5,2018.1,10,46634.5,15320.1,2003645.0,35815315.0,33811670.0,system_historical,6.89,2.22,19.38,0.44,27.03,77.9
2021-12-19,NZOVE,Day,83730.2,65621.0,2731.7,10,56327.2,18109.3,2334866.0,43259286.0,40924420.0,system_historical,6.8,3.13,19.17,0.28,19.57,78.4
2021-12-19,NZOVE,Night,74846.1,53495.0,1762.9,10,46382.6,21351.1,2468569.0,35621810.0,33153241.0,system_historical,7.05,1.62,19.52,0.29,19.85,71.5
2021-12-20,NZOVE,Day,74791.6,56724.2,2064.1,10,48987.7,18067.4,2328750.0,37622573.0,35293823.0,system_historical,7.12,3.18,20.53,0.36,17.31,75.8
2021-12-21,NZOVE,Day,76498.6,55105.2,1828.1,10,47766.5,21393.4,2260910.0,36684707.0,34423797.0,system_historical,7.18,4.29,21.95,0.26,41.36,72.0
2021-12-21,NZOVE,Night,75765.6,55036.3,2009.8,10,47522.9,20729.3,2035034.0,36497576.0,34462542.0,system_historical,7.37,3.69,18.83,0.42,32.17,72.6
2021-12-22,NZOVE,Day,80776.0,61673.2,2241.9,10,53264.1,19102.7,2354943.0,40906805.0,38551862.0,system_historical,6.91,1.69,18.85,0.33,19.15,76.4
2021-12-23,NZOVE,Day,76868.3,60712.1,2800.7,10,51840.2,16156.2,2143630.0,39813275.0,37669646.0,system_historical,7.16,2.07,19.65,0.29,37.52,79.0
2021-12-23,NZOVE,Night,70458.8,49781.1,2203.7,10,42599.2,20677.7,2110132.0,32716193.0,30606061.0,system_historical,6.95,4.43,19.31,0.3,30.26,70.7
2021-12-24,NZOVE,Day,80015.6,60840.4,2695.6,10,52060.8,19175.2,2058519.0,39982708.0,37924189.0,system_historical,6.91,3.51,22.62,0.38,40.06,76.0
2021-12-25,NZOVE,Day,81950.2,59451.0,2078.2,10,51427.7,22499.3,2646474.0,39496457.0,36849982.0,system_historical,7.2,1.52,22.36,0.45,32.14,72.5
2021-12-25,NZOVE,Night,78958.7,62557.7,1896.6,10,54405.3,16401.1,2358194.0,41783256.0,39425062.0,system_historical,7.4,1.69,20.74,0.31,24.21,79.2
2021-12-26,NZOVE,Day,73828.5,55906.1,1863.5,10,48452.0,17922.3,2187878.0,37211143.0,35023265.0,system_historical,7.2,1.76,19.01,0.4,16.91,75.7
2021-12-27,NZOVE,Day,82024.1,65527.9,2819.3,10,56155.7,16496.2,2242299.0,43127607.0,40885309.0,system_historical,7.2,2.37,23.48,0.44,18.35,79.9
2021-12-27,NZOVE,Night,76644.7,54308.9,2374.0,10,46504.0,22335.8,2395120.0,35715069.0,33319949.0,system_historical,7.25,3.08,22.86,0.36,38.41,70.9
2021-12-28,NZOVE,Day,75415.6,54466.5,1843.7,10,47176.2,20949.1,2551171.0,36231328.0,33680156.0,system_historical,7.18,2.42,19.12,0.39,19.97,72.2
2021-12-29,NZOVE,Day,75194.1,57937.9,1802.5,10,50341.6,17256.2,2268578.0,38662382.0,36393804.0,system_historical,7.41,2.69,22.87,0.36,16.7,77.1
2021-12-29,NZOVE,Night,76893.7,61180.8,2788.5,10,52274.2,15713.0,2393830.0,40146620.0,37752791.0,system_historical,7.36,2.42,20.08,0.26,38.13,79.6
2021-12-30,NZOVE,Day,73109.3,57718.5,2803.7,10,49142.9,15390.8,2239963.0,37741738.0,35501775.0,system_historical,7.32,3.23,18.8,0.27,44.38,78.9
2021-12-31,NZOVE,Day,79206.5,59696.3,1872.3,10,51854.4,19510.1,2018677.0,39824174.0,37805497.0,system_historical,7.32,1.61,23.31,0.35,26.6,75.4
2022-01-01,NZOVE,Day,78567.6,63992.6,2709.4,10,54884.0,14575.0,2196296.0,42150914.0,39954618.0,system_historical,7.18,3.64,20.68,0.41,31.07,81.4
2022-01-01,NZOVE,Night,84454.5,68170.6,2117.6,10,59236.0,16283.8,2457173.0,45493225.0,43036052.0,system_historical,7.15,1.67,18.54,0.3,29.19,80.7
2022-01-02,NZOVE,Day,77931.2,59441.3,2112.9,10,51384.3,18489.9,2345364.0,39463114.0,37117750.0,system_historical,7.21,3.85,22.09,0.28,35.09,76.3
2022-01-03,NZOVE,Day,73344.6,56318.7,2731.7,10,47955.1,17025.9,2244303.0,36829542.0,34585239.0,system_historical,7.22,1.97,22.02,0.28,23.54,76.8
2022-01-04,NZOVE,Day,74734.5,57806.8,2346.0,10,49680.1,16927.6,2346436.0,38154324.0,35807888.0,system_historical,7.23,1.7,22.27,0.36,39.19,77.3
2022-01-04,NZOVE,Night,76228.3,59133.0,2285.7,10,50934.0,17095.3,1977918.0,39117305.0,37139386.0,system_historical,7.21,2.56,20.12,0.32,16.86,77.6
2022-01-05,NZOVE,Day,73452.2,58596.8,2624.8,10,50112.3,14855.4,2531964.0,38486270.0,35954305.0,system_historical,7.32,2.93,19.72,0.44,30.49,79.8
2022-01-06,NZOVE,Day,80675.8,63044.5,1929.1,10,54810.9,17631.3,2326685.0,42094772.0,39768088.0,system_historical,6.84,2.31,20.98,0.29,18.43,78.1
2022-01-06,NZOVE,Night,82550.9,59813.4,2283.4,10,51548.7,22737.5,2533020.0,39589418.0,37056398.0,system_historical,7.22,3.03,18.37,0.29,29.99,72.5
2022-01-07,NZOVE,Day,86554.0,63133.5,2408.5,10,54411.7,23420.5,2449108.0,41788167.0,39339059.0,system_historical,6.91,2.77,21.21,0.38,37.25,72.9
2022-01-08,NZOVE,Day,80798.9,65075.7,2375.2,10,56192.9,15723.2,2572396.0,43156149.0,40583754.0,system_historical,7.03,1.85,18.69,0.3,24.99,80.5
2022-01-09,NZOVE,Day,77817.3,61018.8,2134.0,10,52782.9,16798.5,2362789.0,40537237.0,38174448.0,system_historical,7.08,3.85,21.97,0.31,32.14,78.4
2022-01-09,NZOVE,Night,87387.6,71455.8,2415.9,10,61894.4,15931.8,2368733.0,47534896.0,45166163.0,system_historical,7.41,3.24,19.69,0.42,15.28,81.8
2022-01-10,NZOVE,Day,86344.9,65304.8,2909.9,10,55864.4,21040.1,2249967.0,42903848.0,40653880.0,system_historical,6.82,1.93,19.48,0.25,21.59,75.6
2022-01-11,NZOVE,Day,78116.4,58155.6,2619.2,10,49720.8,19960.8,2223198.0,38185574.0,35962377.0,system_historical,7.49,3.99,18.9,0.34,18.25,74.4
2022-01-11,NZOVE,Night,85740.6,64259.4,2488.0,10,55345.5,21481.2,2295892.0,42505381.0,40209489.0,system_historical,7.42,1.94,19.09,0.34,27.12,74.9
2022-01-12,NZOVE,Day,78566.2,56800.5,1999.2,10,49121.2,21765.7,1933956.0,37725076.0,35791119.0,system_historical,7.45,4.21,23.45,0.26,44.01,72.3
2022-01-13,NZOVE,Day,86415.2,63969.8,2259.8,10,55313.0,22445.4,2367674.0,42480378.0,40112703.0,system_historical,6.82,2.72,20.54,0.29,20.37,74.0
2022-01-14,NZOVE,Day,82132.9,61692.8,2497.1,10,53026.4,20440.1,2286646.0,40724290.0,38437644.0,system_historical,7.19,3.61,18.51,0.3,17.28,75.1
2022-01-14,NZOVE,Night,77007.4,60598.3,2328.0,10,52210.4,16409.1,2151285.0,40097594.0,37946309.0,system_historical,7.02,3.63,21.93,0.42,37.13,78.7
2022-01-15,NZOVE,Day,72630.6,59347.1,1835.0,10,51577.4,13283.5,2225238.0,39611441.0,37386203.0,system_historical,7.46,3.89,21.36,0.31,21.19,81.7
2022-01-16,NZOVE,Day,80936.4,59344.6,2289.4,10,51120.8,21591.8,2628436.0,39260762.0,36632326.0,system_historical,7.46,2.11,23.99,0.37,34.95,73.3
2022-01-17,NZOVE,Day,80464.3,64334.9,2451.9,10,55449.5,16129.4,2162926.0,42585225.0,40422299.0,system_historical,7.42,4.41,22.59,0.26,39.97,80.0
2022-01-17,NZOVE,Night,83126.0,61715.8,2303.5,10,53240.7,21410.2,2546116.0,40888878.0,38342763.0,system_historical,7.43,2.41,19.02,0.34,26.34,74.2
2022-01-18,NZOVE,Day,80039.8,62435.2,2012.9,10,54178.8,17604.6,2285894.0,41609289.0,39323395.0,system_historical,7.07,3.04,22.64,0.42,39.84,78.0
2022-01-19,NZOVE,Day,77228.6,59958.8,2909.2,10,51053.7,17269.9,2265630.0,39209220.0,36943590.0,system_historical,6.81,3.31,18.54,0.4,15.38,77.6
2022-01-19,NZOVE,Night,86125.8,69421.4,2531.6,10,59947.7,16704.4,2610057.0,46039839.0,43429782.0,system_historical,7.07,3.26,20.46,0.26,23.42,80.6
2022-01-20,NZOVE,Day,87224.1,62715.9,2927.7,10,53516.6,24508.2,2454558.0,41100726.0,38646169.0,system_historical,7.06,4.49,20.13,0.44,23.3,71.9
2022-01-21,NZOVE,Day,74326.2,53571.4,2552.1,10,45662.1,20754.8,2237556.0,35068496.0,32830940.0,system_historical,7.33,3.4,19.29,0.28,17.03,72.1
2022-01-21,NZOVE,Night,77547.7,62080.2,1932.1,10,53940.1,15467.5,2398541.0,41425969.0,39027429.0,system_historical,7.25,4.27,21.5,0.43,18.11,80.1
2022-01-22,NZOVE,Day,77750.5,63097.9,2827.2,10,53960.9,14652.6,2537743.0,41441994.0,38904251.0,system_historical,7.45,3.4,20.71,0.37,15.94,81.2
2022-01-23,NZOVE,Day,74208.8,56215.5,1980.4,10,48613.5,17993.3,1955198.0,37335186.0,35379988.0,system_historical,7.19,4.47,18.29,0.36,33.6,75.8
2022-01-23,NZOVE,Night,74757.2,55869.9,2181.6,10,48101.3,18887.3,2235506.0,36941797.0,34706291.0,system_historical,7.08,4.31,18.15,0.27,43.17,74.7
2022-01-24,NZOVE,Day,78745.4,61667.9,2313.1,10,53188.0,17077.5,2529593.0,40848406.0,38318813.0,system_historical,7.39,4.35,21.92,0.42,31.44,78.3
2022-01-24,NZOVE,Night,80993.4,64421.5,2560.7,10,55418.7,16571.9,2878818.0,42561530.0,39682712.0,system_historical,7.03,2.49,20.04,0.28,36.3,79.5
2022-01-25,NZOVE,Day,78420.8,60547.4,2862.3,10,51630.3,17873.4,2302709.0,39652108.0,37349399.0,system_historical,6.99,2.87,20.01,0.32,20.3,77.2
2022-01-26,NZOVE,Day,78741.8,64047.4,2541.0,10,55101.6,14694.5,2508580.0,42318048.0,39809468.0,system_historical,7.37,4.29,19.19,0.25,20.49,81.3
2022-01-26,NZOVE,Night,76098.6,55872.7,2340.4,10,47944.9,20226.0,2283354.0,36821722.0,34538368.0,system_historical,6.96,3.1,18.65,0.26,37.18,73.4
2022-01-27,NZOVE,Day,86809.4,63837.0,2792.1,10,54661.2,22972.5,2576226.0,41979796.0,39403570.0,system_historical,7.35,3.12,23.63,0.25,28.79,73.5
2022-01-28,NZOVE,Day,83675.6,63956.6,3000.0,10,54560.9,19719.0,2394047.0,41902809.0,39508762.0,system_historical,6.93,3.88,23.45,0.43,21.41,76.4
2022-01-28,NZOVE,Night,80720.6,65880.8,3068.3,10,56224.4,14839.7,2448170.0,43180364.0,40732194.0,system_historical,7.33,2.52,21.14,0.26,25.95,81.6
2022-01-29,NZOVE,Day,81556.1,64367.7,2740.5,10,55190.4,17188.4,2514354.0,42386241.0,39871886.0,system_historical,7.07,3.91,23.52,0.3,22.88,78.9
2022-01-30,NZOVE,Day,80703.1,59713.7,2954.4,10,50787.8,20989.4,2188789.0,39005066.0,36816278.0,system_historical,7.38,2.58,23.97,0.41,31.38,74.0
2022-01-30,NZOVE,Night,86726.7,67193.1,3232.7,10,57241.1,19533.6,2570643.0,43961143.0,41390500.0,system_historical,7.48,2.62,19.17,0.39,23.39,77.5
2022-01-31,NZOVE,Day,83735.7,63609.8,2564.1,10,54684.6,20125.9,2535604.0,41997803.0,39462200.0,system_historical,7.07,2.83,22.48,0.31,29.54,76.0
2022-01-31,NZOVE,Night,82166.3,59972.1,1895.9,10,52079.0,22194.1,2558642.0,39996647.0,37438004.0,system_historical,7.33,2.5,21.45,0.35,17.8,73.0
2022-02-01,NZOVE,Day,85797.3,67946.4,2433.7,10,58718.0,17851.0,2558593.0,45095441.0,42536848.0,system_historical,7.44,2.18,22.24,0.37,44.18,79.2
2022-02-01,NZOVE,Night,77896.3,62193.8,2366.2,10,53608.2,15702.5,2661707.0,41171114.0,38509407.0,system_historical,6.95,2.62,19.03,0.26,41.49,79.8
2022-02-02,NZOVE,Day,83556.6,60693.3,2253.4,10,52370.6,22863.3,2334905.0,40220591.0,37885686.0,system_historical,7.02,1.82,18.36,0.41,32.0,72.6
2022-02-02,NZOVE,Night,86953.5,70211.7,2447.5,10,60743.0,16741.9,2762017.0,46650609.0,43888592.0,system_historical,7.43,4.41,19.94,0.42,44.17,80.7
2022-02-03,NZOVE,Day,77597.2,61963.0,2034.4,10,53732.3,15634.3,2465532.0,41266407.0,38800875.0,system_historical,7.05,4.18,18.04,0.36,32.27,79.9
2022-02-04,NZOVE,Day,84504.3,65749.7,2031.4,10,57143.3,18754.6,2470843.0,43886083.0,41415240.0,system_historical,6.99,3.88,23.15,0.34,43.22,77.8
2022-02-04,NZOVE,Night,77887.2,62269.6,1954.1,10,54088.5,15617.6,1960111.0,41539993.0,39579882.0,system_historical,7.24,3.78,21.18,0.43,28.66,79.9
2022-02-05,NZOVE,Day,82378.2,63441.4,2066.3,10,55031.0,18936.8,2405290.0,42263821.0,39858531.0,system_historical,7.47,1.8,19.62,0.42,33.63,77.0
2022-02-06,NZOVE,Day,76346.2,57758.4,2792.5,10,49190.0,18587.8,2268543.0,37777957.0,35509414.0,system_historical,7.33,2.08,23.59,0.42,16.52,75.7
2022-02-06,NZOVE,Night,77734.0,60034.9,1927.8,10,52103.6,17699.1,2125223.0,40015545.0,37890322.0,system_historical,7.35,3.05,23.33,0.35,42.67,77.2
2022-02-07,NZOVE,Day,81523.7,61753.6,3001.7,10,52576.6,19770.1,2340574.0,40378842.0,38038269.0,system_historical,6.94,2.98,23.52,0.36,42.25,75.7
2022-02-08,NZOVE,Day,77355.1,61819.4,2808.9,10,52828.6,15535.7,2436838.0,40572346.0,38135508.0,system_historical,6.92,1.53,21.17,0.29,42.79,79.9
2022-02-08,NZOVE,Night,84253.5,68278.3,2067.1,10,59383.4,15975.2,2580228.0,45606460.0,43026232.0,system_historical,7.11,1.71,19.0,0.33,17.96,81.0
2022-02-09,NZOVE,Day,83628.1,62864.9,1949.0,10,54629.4,20763.2,2511082.0,41955393.0,39444312.0,system_historical,6.92,1.67,23.76,0.29,32.97,75.2
2022-02-09,NZOVE,Night,86381.6,68397.8,2502.0,10,59056.0,17983.7,2295663.0,45355028.0,43059365.0,system_historical,7.34,4.38,19.55,0.33,24.18,79.2
2022-02-10,NZOVE,Day,73704.6,53782.7,2373.8,10,46030.6,19922.0,2225133.0,35351491.0,33126358.0,system_historical,7.09,3.5,20.11,0.3,28.58,73.0
2022-02-11,NZOVE,Day,83818.2,64544.8,2903.6,10,55186.7,19273.4,2315626.0,42383367.0,40067741.0,system_historical,7.37,4.3,21.03,0.26,24.54,77.0
2022-02-12,NZOVE,Day,85300.0,64167.1,2846.6,10,54903.8,21133.0,2464320.0,42166106.0,39701786.0,system_historical,7.37,4.39,19.36,0.4,33.65,75.2
2022-02-12,NZOVE,Night,80607.6,59685.6,1907.1,10,51809.9,20922.0,2320916.0,39790018.0,37469103.0,system_historical,7.4,1.92,18.67,0.3,19.89,74.0
2022-02-13,NZOVE,Day,78845.3,58089.4,2425.7,10,49854.8,20755.9,2082522.0,38288460.0,36205938.0,system_historical,7.17,3.45,19.99,0.4,15.49,73.7
2022-02-14,NZOVE,Day,77383.7,61308.7,3049.7,10,52128.1,16075.0,2134182.0,40034386.0,37900204.0,system_historical,7.16,3.89,18.52,0.39,17.35,79.2
2022-02-14,NZOVE,Night,86298.9,64745.1,2793.1,10,55477.5,21553.7,2244157.0,42606732.0,40362575.0,system_historical,7.24,3.92,20.89,0.37,28.71,75.0
2022-02-15,NZOVE,Day,79589.4,62187.2,2911.6,10,53056.8,17402.2,2168770.0,40747637.0,38578867.0,system_historical,7.03,2.26,23.45,0.37,22.37,78.1
2022-02-16,NZOVE,Day,87507.2,67812.4,2420.3,10,58610.8,19694.8,2178858.0,45013123.0,42834265.0,system_historical,7.09,2.25,23.92,0.34,18.88,77.5
2022-02-16,NZOVE,Night,77872.7,61477.3,1916.4,10,53413.2,16395.4,2393656.0,41021326.0,38627670.0,system_historical,7.12,3.85,18.04,0.26,19.75,78.9
2022-02-17,NZOVE,Day,75275.4,59675.5,1918.4,10,51789.5,15600.0,2182418.0,39774357.0,37591939.0,system_historical,6.94,3.15,23.37,0.43,23.02,79.3
2022-02-17,NZOVE,Night,85297.4,63362.9,1915.6,10,55111.1,21934.5,2564707.0,42325304.0,39760597.0,system_historical,7.46,1.88,22.66,0.26,21.81,74.3
2022-02-18,NZOVE,Day,73851.9,55330.1,1986.9,10,47810.2,18521.7,2310491.0,36718261.0,34407770.0,system_historical,7.49,2.29,23.3,0.26,16.83,74.9
2022-02-18,NZOVE,Night,86490.4,69561.5,2992.8,10,59612.6,16928.9,2581849.0,45782494.0,43200645.0,system_historical,6.85,2.3,22.29,0.26,32.62,80.4
2022-02-19,NZOVE,Day,74847.0,55667.3,2632.8,10,47467.8,19179.7,2397051.0,36455255.0,34058204.0,system_historical,7.45,2.53,23.98,0.25,22.59,74.4
2022-02-20,NZOVE,Day,82912.3,64543.9,2553.4,10,55536.1,18368.4,2551789.0,42651723.0,40099935.0,system_historical,6.82,2.6,23.14,0.43,17.43,77.8
2022-02-20,NZOVE,Night,85222.2,69040.9,2753.0,10,59383.8,16181.4,2514349.0,45606777.0,43092428.0,system_historical,7.31,1.91,23.23,0.29,27.51,81.0
2022-02-21,NZOVE,Day,79611.8,62986.2,2212.0,10,54475.6,16625.6,2410971.0,41837230.0,39426259.0,system_historical,7.25,2.36,23.33,0.27,31.24,79.1
2022-02-21,NZOVE,Night,80973.1,65804.7,3079.4,10,56144.8,15168.4,2362584.0,43119204.0,40756619.0,system_historical,7.34,3.21,18.82,0.4,35.71,81.3
2022-02-22,NZOVE,Day,72992.0,57147.5,2764.0,10,48668.7,15844.5,2195743.0,37377587.0,35181843.0,system_historical,7.46,3.02,20.32,0.33,16.53,78.3
2022-02-23,NZOVE,Day,76203.8,55224.4,2541.1,10,47160.9,20979.3,2373736.0,36219597.0,33845861.0,system_historical,7.28,4.36,22.04,0.3,16.6,72.5
2022-02-23,NZOVE,Night,86048.9,62935.2,2529.9,10,54111.7,23113.7,2327836.0,41557810.0,39229974.0,system_historical,7.44,3.11,20.23,0.44,17.69,73.1
